,Timestamp,Trend Flags,Status,Value,predicted_mean
267,03-Dec-23 6:45:00 PM IST,{ },{ok},23,
268,03-Dec-23 7:00:00 PM IST,{ },{ok},23,
269,03-Dec-23 7:15:00 PM IST,{ },{ok},23,
270,03-Dec-23 7:30:00 PM IST,{ },{ok},23,
271,03-Dec-23 7:45:00 PM IST,{ },{ok},23,
272,03-Dec-23 8:00:00 PM IST,{ },{ok},23,
273,03-Dec-23 8:15:00 PM IST,{ },{ok},23,
274,03-Dec-23 8:30:00 PM IST,{ },{ok},23,
275,03-Dec-23 8:45:00 PM IST,{ },{ok},23,
276,03-Dec-23 9:00:00 PM IST,{ },{ok},23,
277,03-Dec-23 9:15:00 PM IST,{ },{ok},23,
278,03-Dec-23 9:30:00 PM IST,{ },{ok},23,
279,03-Dec-23 9:45:00 PM IST,{ },{ok},23,
280,03-Dec-23 10:00:00 PM IST,{ },{ok},23,
281,03-Dec-23 10:15:00 PM IST,{ },{ok},23,
282,03-Dec-23 10:30:00 PM IST,{ },{ok},23,
283,03-Dec-23 10:45:00 PM IST,{ },{ok},23,
284,03-Dec-23 11:00:00 PM IST,{ },{ok},23,
285,03-Dec-23 11:15:00 PM IST,{ },{ok},23,
286,03-Dec-23 11:30:00 PM IST,{ },{ok},23,
287,03-Dec-23 11:45:00 PM IST,{ },{ok},23,
288,04-Dec-23 12:00:00 AM IST,{ },{ok},23,
289,04-Dec-23 12:15:00 AM IST,{ },{ok},23,
290,04-Dec-23 12:30:00 AM IST,{ },{ok},23,
291,04-Dec-23 12:45:00 AM IST,{ },{ok},23,
292,04-Dec-23 1:00:00 AM IST,{ },{ok},23,
293,04-Dec-23 1:15:00 AM IST,{ },{ok},23,
294,04-Dec-23 1:30:00 AM IST,{ },{ok},23,
295,04-Dec-23 1:45:00 AM IST,{ },{ok},23,
296,04-Dec-23 2:00:00 AM IST,{ },{ok},23,
297,04-Dec-23 2:15:00 AM IST,{ },{ok},23,
298,04-Dec-23 2:30:00 AM IST,{ },{ok},23,
299,04-Dec-23 2:45:00 AM IST,{ },{ok},23,
300,04-Dec-23 3:00:00 AM IST,{ },{ok},23,
301,04-Dec-23 3:15:00 AM IST,{ },{ok},23,
302,04-Dec-23 3:30:00 AM IST,{ },{ok},23,
303,04-Dec-23 3:45:00 AM IST,{ },{ok},23,
304,04-Dec-23 4:00:00 AM IST,{ },{ok},23,
305,04-Dec-23 4:15:00 AM IST,{ },{ok},23,
306,04-Dec-23 4:30:00 AM IST,{ },{ok},23,
307,04-Dec-23 4:45:00 AM IST,{ },{ok},23,
308,04-Dec-23 5:00:00 AM IST,{ },{ok},23,
309,04-Dec-23 5:15:00 AM IST,{ },{ok},23,
310,04-Dec-23 5:30:00 AM IST,{ },{ok},23,
311,04-Dec-23 5:45:00 AM IST,{ },{ok},23,
312,04-Dec-23 6:00:00 AM IST,{ },{ok},23,
313,04-Dec-23 6:15:00 AM IST,{ },{ok},23,
314,04-Dec-23 6:30:00 AM IST,{ },{ok},23,
315,04-Dec-23 6:45:00 AM IST,{ },{ok},23,
316,04-Dec-23 7:00:00 AM IST,{ },{ok},23,
317,04-Dec-23 7:15:00 AM IST,{ },{ok},23,
318,04-Dec-23 7:30:00 AM IST,{ },{ok},23,
319,04-Dec-23 7:45:00 AM IST,{ },{ok},23,
320,04-Dec-23 8:00:00 AM IST,{ },{ok},23,
321,04-Dec-23 8:15:00 AM IST,{ },{ok},23,
322,04-Dec-23 8:30:00 AM IST,{ },{ok},23,
323,04-Dec-23 8:45:00 AM IST,{ },{ok},23,
324,04-Dec-23 9:00:00 AM IST,{ },{ok},23,
325,04-Dec-23 9:15:00 AM IST,{ },{ok},23,
326,04-Dec-23 9:30:00 AM IST,{ },{ok},23,
327,04-Dec-23 9:45:00 AM IST,{ },{ok},23,
328,04-Dec-23 10:00:00 AM IST,{ },{ok},23,
329,04-Dec-23 10:15:00 AM IST,{ },{ok},23,
330,04-Dec-23 10:30:00 AM IST,{ },{ok},23,
331,04-Dec-23 10:45:00 AM IST,{ },{ok},23,
332,04-Dec-23 11:00:00 AM IST,{ },{ok},23,
333,04-Dec-23 11:15:00 AM IST,{ },{ok},23,
334,04-Dec-23 11:30:00 AM IST,{ },{ok},23,
335,04-Dec-23 11:45:00 AM IST,{ },{ok},23,
336,04-Dec-23 12:00:00 PM IST,{ },{ok},23,
337,04-Dec-23 12:15:00 PM IST,{ },{ok},23,
338,04-Dec-23 12:30:00 PM IST,{ },{ok},23,
339,04-Dec-23 12:45:00 PM IST,{ },{ok},23,
340,04-Dec-23 1:00:00 PM IST,{ },{ok},23,
341,04-Dec-23 1:15:00 PM IST,{ },{ok},23,
342,04-Dec-23 1:30:00 PM IST,{ },{ok},23,
343,04-Dec-23 1:45:00 PM IST,{ },{ok},23,
344,04-Dec-23 2:00:00 PM IST,{ },{ok},23,
345,04-Dec-23 2:15:00 PM IST,{ },{ok},23,
346,04-Dec-23 2:30:00 PM IST,{ },{ok},23,
347,04-Dec-23 2:45:00 PM IST,{ },{ok},23,
348,04-Dec-23 3:00:00 PM IST,{ },{ok},23,
349,04-Dec-23 3:15:00 PM IST,{ },{ok},23,
350,04-Dec-23 3:30:00 PM IST,{ },{ok},23,
351,04-Dec-23 3:45:00 PM IST,{ },{ok},23,
352,04-Dec-23 4:00:00 PM IST,{ },{ok},23,
353,04-Dec-23 4:15:00 PM IST,{ },{ok},23,
354,04-Dec-23 4:30:00 PM IST,{ },{ok},23,
355,04-Dec-23 4:45:00 PM IST,{ },{ok},23,
356,04-Dec-23 5:00:00 PM IST,{ },{ok},23,
357,04-Dec-23 5:15:00 PM IST,{ },{ok},23,
358,04-Dec-23 5:30:00 PM IST,{ },{ok},23,
359,04-Dec-23 5:45:00 PM IST,{ },{ok},23,
360,04-Dec-23 6:00:00 PM IST,{ },{ok},23,
361,04-Dec-23 6:15:00 PM IST,{ },{ok},23,
362,04-Dec-23 6:30:00 PM IST,{ },{ok},23,
363,04-Dec-23 6:45:00 PM IST,{ },{ok},23,
364,04-Dec-23 7:00:00 PM IST,{ },{ok},23,
365,04-Dec-23 7:15:00 PM IST,{ },{ok},23,
366,04-Dec-23 7:30:00 PM IST,{ },{ok},23,
367,04-Dec-23 7:45:00 PM IST,{ },{ok},23,
368,04-Dec-23 8:00:00 PM IST,{ },{ok},23,
369,04-Dec-23 8:15:00 PM IST,{ },{ok},23,
370,04-Dec-23 8:30:00 PM IST,{ },{ok},23,
371,04-Dec-23 8:45:00 PM IST,{ },{ok},23,
372,04-Dec-23 9:00:00 PM IST,{ },{ok},23,
373,04-Dec-23 9:15:00 PM IST,{ },{ok},23,
